county_fips,margin_2012,margin_2016,margin_2020,delta_2012_16,delta_2016_20,abs_delta_2012_16,abs_delta_2016_20,year,state,state_po,state_county,county_name,totalvotes,aggvotes_D,aggvotes_R,aggvotes_G,aggvotes_L,aggvotes_O,unique_id,proportion_D,proportion_R,proportion_G,proportion_L,proportion_O,proportion_explained_by_DR,votemargin_DR,norm_votes,log_votes
01059,-0.40482549037664606,-0.6037375415282392,-0.6590872952774687,-0.19891205115159316,-0.05534975374922946,0.19891205115159316,0.05534975374922946,2004,ALABAMA,AL,AL-FRANKLIN,FRANKLIN,12269,4514,7690,0,0,65,2004_01059,0.36791914581465485,0.6267829488955905,0,0,0.005297905289754666,0.9947020947102454,-0.25886380308093565,0.002877098935011426,9.414912537704957
01059,-0.40482549037664606,-0.6037375415282392,-0.6590872952774687,-0.19891205115159316,-0.05534975374922946,0.19891205115159316,0.05534975374922946,2008,ALABAMA,AL,AL-FRANKLIN,FRANKLIN,11693,3469,8048,0,0,176,2008_01059,0.29667322329598905,0.6882750363465321,0,0,0.015051740357478834,0.9849482596425212,-0.39160181305054304,0.0027420260695320406,9.366831168735615
01059,-0.40482549037664606,-0.6037375415282392,-0.6590872952774687,-0.19891205115159316,-0.05534975374922946,0.19891205115159316,0.05534975374922946,2012,ALABAMA,AL,AL-FRANKLIN,FRANKLIN,10859,3171,7567,0,0,121,2012_01059,0.2920158393958928,0.6968413297725389,0,0,0.011142830831568284,0.9888571691684317,-0.40482549037664606,0.0025464518163900137,9.292841593487926
01059,-0.40482549037664606,-0.6037375415282392,-0.6590872952774687,-0.19891205115159316,-0.05534975374922946,0.19891205115159316,0.05534975374922946,2016,ALABAMA,AL,AL-FRANKLIN,FRANKLIN,12040,2197,9466,0,0,377,2016_01059,0.18247508305647842,0.7862126245847176,0,0,0.031312292358803985,0.968687707641196,-0.6037375415282392,0.0028233980909232676,9.39607277189222
01059,-0.40482549037664606,-0.6037375415282392,-0.6590872952774687,-0.19891205115159316,-0.05534975374922946,0.19891205115159316,0.05534975374922946,2020,ALABAMA,AL,AL-FRANKLIN,FRANKLIN,12578,2086,10376,0,0,116,2020_01059,0.16584512641119414,0.8249324216886628,0,0,0.009222451900143107,0.9907775480998569,-0.6590872952774687,0.002949559899305055,9.439784035838873
01071,-0.4187685279681198,-0.6194719786504004,-0.6749449991538331,-0.20070345068228057,-0.055473020503432724,0.20070345068228057,0.055473020503432724,2000,ALABAMA,AL,AL-JACKSON,JACKSON,17906,9066,8475,184,0,181,2000_01071,0.506310733832235,0.47330503741762536,0.010275885178152575,0,0.010108343571987043,0.9796157712498603,0.03300569641460965,0.0041989839049893715,9.79294697683676
01071,-0.4187685279681198,-0.6194719786504004,-0.6749449991538331,-0.20070345068228057,-0.055473020503432724,0.20070345068228057,0.055473020503432724,2004,ALABAMA,AL,AL-JACKSON,JACKSON,20321,8635,11534,0,0,152,2004_01071,0.42492987549825306,0.5675901776487378,0,0,0.007479946853009203,0.9925200531469909,-0.1426603021504847,0.004765305033692003,9.919459322045826
01071,-0.4187685279681198,-0.6194719786504004,-0.6749449991538331,-0.20070345068228057,-0.055473020503432724,0.20070345068228057,0.055473020503432724,2008,ALABAMA,AL,AL-JACKSON,JACKSON,20874,6374,14083,0,0,417,2008_01071,0.3053559451949794,0.674667049918559,0,0,0.019977004886461626,0.9800229951135384,-0.3693111047235796,0.004894984364612316,9.946307549719057
01071,-0.4187685279681198,-0.6194719786504004,-0.6749449991538331,-0.20070345068228057,-0.055473020503432724,0.20070345068228057,0.055473020503432724,2012,ALABAMA,AL,AL-JACKSON,JACKSON,20577,5822,14439,0,0,316,2012_01071,0.282937260047626,0.7017057880157458,0,0,0.015356951936628274,0.9846430480633718,-0.4187685279681198,0.004825337418349508,9.931977822935755
01071,-0.4187685279681198,-0.6194719786504004,-0.6749449991538331,-0.20070345068228057,-0.055473020503432724,0.20070345068228057,0.055473020503432724,2016,ALABAMA,AL,AL-JACKSON,JACKSON,20984,3673,16672,0,0,639,2016_01071,0.17503812428516966,0.79451010293557,0,0,0.030451772779260387,0.9695482272207396,-0.6194719786504004,0.004920779529894838,9.951563175767692
01071,-0.4187685279681198,-0.6194719786504004,-0.6749449991538331,-0.20070345068228057,-0.055473020503432724,0.20070345068228057,0.055473020503432724,2020,ALABAMA,AL,AL-JACKSON,JACKSON,23636,3717,19670,0,0,249,2020_01071,0.15726011169402607,0.8322051108478592,0,0,0.010534777458114741,0.9894652225418853,-0.6749449991538331,0.0055426775147061754,10.070568559913799
01075,-0.531816913201228,-0.6871949468848694,-0.7223689698317809,-0.15537803368364134,-0.03517402294691152,0.15537803368364134,0.03517402294691152,2000,ALABAMA,AL,AL-LAMAR,LAMAR,7249,2653,4470,57,0,69,2000_01075,0.3659815146916816,0.6166367774865499,0.007863153538419092,0,0.009518554283349428,0.9826182921782315,-0.25065526279486827,0.00169990139211817,8.88875674784872
01075,-0.531816913201228,-0.6871949468848694,-0.7223689698317809,-0.15537803368364134,-0.03517402294691152,0.15537803368364134,0.03517402294691152,2004,ALABAMA,AL,AL-LAMAR,LAMAR,6885,1956,4894,0,0,35,2004_01075,0.2840958605664488,0.7108206245461147,0,0,0.005083514887436456,0.9949164851125636,-0.4267247639796659,0.0016145428451832804,8.83724564389847
01075,-0.531816913201228,-0.6871949468848694,-0.7223689698317809,-0.15537803368364134,-0.03517402294691152,0.15537803368364134,0.03517402294691152,2008,ALABAMA,AL,AL-LAMAR,LAMAR,7075,1614,5419,0,0,42,2008_01075,0.22812720848056536,0.7659363957597173,0,0,0.005936395759717315,0.9940636042402826,-0.537809187279152,0.0016590981306712723,8.864464055279676
01075,-0.531816913201228,-0.6871949468848694,-0.7223689698317809,-0.15537803368364134,-0.03517402294691152,0.15537803368364134,0.03517402294691152,2012,ALABAMA,AL,AL-LAMAR,LAMAR,7166,1646,5457,0,0,63,2012_01075,0.22969578565447948,0.7615126988557075,0,0,0.008791515489813006,0.991208484510187,-0.531816913201228,0.0016804377674049947,8.877242435993919
01075,-0.531816913201228,-0.6871949468848694,-0.7223689698317809,-0.15537803368364134,-0.03517402294691152,0.15537803368364134,0.03517402294691152,2016,ALABAMA,AL,AL-LAMAR,LAMAR,6966,1036,5823,0,0,107,2016_01075,0.14872236577662934,0.8359173126614987,0,0,0.01536032156187195,0.984639678438128,-0.6871949468848694,0.001633537466891319,8.848939995030118
