county_fips,margin_2012,margin_2016,margin_2020,delta_2012_16,delta_2016_20,abs_delta_2012_16,abs_delta_2016_20
36085,0.05604888142233522,-0.15082891246684355,-0.14833936823941368,-0.20687779388917876,0.002489544227429863,0.20687779388917876,0.002489544227429863
36087,0.09588402629337361,0.06241163102297037,0.017280900509310915,-0.033472395270403243,-0.045130730513659456,0.033472395270403243,0.045130730513659456
36091,0.05765330300445459,-0.03209634161305591,0.053655395489532465,-0.0897496446175105,0.08575173710258838,0.0897496446175105,0.08575173710258838
36093,0.19062726194692992,0.07125445897740784,0.15552990806701955,-0.11937280296952207,0.08427544908961171,0.11937280296952207,0.08427544908961171
36095,-0.10433860831377301,-0.3267615658362989,-0.2882985452245414,-0.2224229575225259,0.03846302061175749,0.2224229575225259,0.03846302061175749
36097,-0.04345691136754237,-0.22332421340629272,-0.1753240126543525,-0.17986730203875034,0.048000200751940225,0.17986730203875034,0.048000200751940225
36099,0.11088496909392431,-0.11008583690987128,-0.09002417610382996,-0.2209708060037956,0.020061660806041326,0.2209708060037956,0.020061660806041326
36089,0.18673872711139788,-0.08820675213238671,-0.11591225395983829,-0.2749454792437846,-0.027705501827451573,0.2749454792437846,0.027705501827451573
36101,-0.13360670628844307,-0.3405790200466644,-0.29417834723535985,-0.20697231375822134,0.046400672811304555,0.20697231375822134,0.046400672811304555
36103,0.07549747721992706,-0.06843115783540354,-0.01031961650769192,-0.1439286350553306,0.058111541327711624,0.1439286350553306,0.058111541327711624
36105,0.11490409994721101,-0.1122684026039058,-0.09040191278606402,-0.22717250255111682,0.021866489817841783,0.22717250255111682,0.021866489817841783
36107,-0.12110550437479745,-0.2571415758554195,-0.2048867699642431,-0.13603607148062208,0.052254805891176426,0.13603607148062208,0.052254805891176426
36109,0.37007814469372324,0.4339238014902292,0.48912004864489234,0.06384565679650595,0.05519624715466315,0.06384565679650595,0.05519624715466315
36111,0.23322479729298345,0.09950218179583309,0.20762021189894048,-0.13372261549715037,0.10811803010310739,0.13372261549715037,0.10811803010310739
36113,0.04567584015146392,-0.0846917982679572,-0.0015661922294883945,-0.13036763841942112,0.0831256060384688,0.13036763841942112,0.0831256060384688
36115,0.05195929854946957,-0.1839530332681018,-0.1548697621744054,-0.23591233181757137,0.029083271093696406,0.23591233181757137,0.029083271093696406
36117,-0.040376062002290436,-0.24962834177438453,-0.19426617219248965,-0.2092522797720941,0.05536216958189488,0.2092522797720941,0.05536216958189488
36119,0.26680345066379707,0.33682709108414255,0.36268806853211905,0.07002364042034548,0.025860977447976496,0.07002364042034548,0.025860977447976496
36121,-0.23820018365472911,-0.4935830731876517,-0.4529589898886209,-0.2553828895329226,0.04062408329903083,0.2553828895329226,0.04062408329903083
36123,-0.0010590976488032422,-0.19878799920524537,-0.18437152391546158,-0.19772890155644213,0.014416475289783792,0.19772890155644213,0.014416475289783792
37001,-0.13714294145420203,-0.12622791854631304,-0.08399251954327397,0.010915022907888983,0.042235399003039076,0.010915022907888983,0.042235399003039076
37003,-0.44440567573854384,-0.5542115921405506,-0.5803024313105356,-0.10980591640200676,-0.026090839169985003,0.10980591640200676,0.026090839169985003
37005,-0.35662127491612394,-0.47187206020696143,-0.5004937458854509,-0.11525078529083749,-0.028621685678489495,0.11525078529083749,0.028621685678489495
37007,0.25346481876332627,0.1283072546230441,0.04180811148829727,-0.12515756414028217,-0.08649914313474683,0.12515756414028217,0.08649914313474683
37009,-0.32720063441712927,-0.44040524433849826,-0.46079423295813843,-0.11320460992136899,-0.02038898861964017,0.11320460992136899,0.02038898861964017
37011,-0.5005799716458306,-0.558734392047521,-0.5266441108056672,-0.05815442040169039,0.03209028124185376,0.05815442040169039,0.03209028124185376
37013,-0.19229466553768,-0.24141532291753692,-0.2585597567927038,-0.049120657379856936,-0.017144433875166898,0.049120657379856936,0.017144433875166898
37015,0.3267805986367677,0.24842195356798974,0.21619969434538971,-0.07835864506877799,-0.032222259222600025,0.07835864506877799,0.032222259222600025
